[INFO ] 2020-08-24 18:38:01,969 -- WorkingPath: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\
[INFO ] 2020-08-24 18:38:01,982 -- Your original rating data path: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\ratings.txt
[INFO ] 2020-08-24 18:38:01,983 -- Current working path: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\
[WARN ] 2020-08-24 18:38:01,988 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2020-08-24 18:38:02,069 -- User, Item, Rating, time:na, time:weekday, time:weekend, location:na, location:cinema, location:home, companion:na, companion:alone, companion:family, companion:partner
[INFO ] 2020-08-24 18:38:02,291 -- Data transformaton completed (from Compact to Binary format). See new rating file: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,316 -- Dataset: ...e\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,320 -- DataPath: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,602 -- Rating data set has been successfully loaded.
[INFO ] 2020-08-24 18:38:02,626 -- 
/**************************************************************************************************
 *
 * Dataset: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (time, location, companion)
 * Context conditions: 10 (time: 3, location: 3, companion: 4)
 * Context situations: 13
 * Data density: 1,8230%
 * Scale distribution: [1.0 x 829, 2.0 x 625, 4.0 x 1209, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3,328892
 * Standard deviation of all ratings: 1,414777
 * Mode of all rating values: 5,000000
 * Median of all rating values: 4,000000
 *
 **************************************************************************************************/
[INFO ] 2020-08-24 18:38:02,630 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2020-08-24 18:38:02,655 -- Fold [1]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,672 -- Fold [2]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,687 -- Fold [3]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,702 -- Fold [4]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,709 -- Fold [5]: training amount: 4024, test amount: 1005
[DEBUG] 2020-08-24 18:38:03,741 -- CAMF_CU fold [1] iter 91: loss = 634.197, delta_loss = -9.0733465E-10, learn_rate = 1.7038116E-11
[DEBUG] 2020-08-24 18:38:03,743 -- CAMF_CU fold [2] iter 95: loss = 653.0272, delta_loss = -3.143441E-10, learn_rate = 4.6961306E-12
[DEBUG] 2020-08-24 18:38:03,746 -- CAMF_CU fold [4] iter 91: loss = 607.84045, delta_loss = -1.1502834E-9, learn_rate = 1.7038116E-11
[DEBUG] 2020-08-24 18:38:03,747 -- CAMF_CU fold [5] iter 95: loss = 658.37683, delta_loss = -2.6921043E-10, learn_rate = 4.6961306E-12
[DEBUG] 2020-08-24 18:38:03,747 -- CAMF_CU fold [1] iter 92: loss = 634.197, delta_loss = 5.343088E-8, learn_rate = 8.519058E-12
[DEBUG] 2020-08-24 18:38:03,749 -- CAMF_CU fold [2] iter 96: loss = 653.0272, delta_loss = 1.48992285E-8, learn_rate = 2.3480653E-12
[DEBUG] 2020-08-24 18:38:03,752 -- CAMF_CU fold [4] iter 92: loss = 607.84045, delta_loss = 5.122274E-8, learn_rate = 8.519058E-12
[DEBUG] 2020-08-24 18:38:03,752 -- CAMF_CU fold [5] iter 96: loss = 658.37683, delta_loss = 1.5173555E-8, learn_rate = 2.3480653E-12
[DEBUG] 2020-08-24 18:38:03,753 -- CAMF_CU fold [1] iter 93: loss = 634.197, delta_loss = -4.7361937E-10, learn_rate = 8.945011E-12
[DEBUG] 2020-08-24 18:38:03,755 -- CAMF_CU fold [2] iter 97: loss = 653.0272, delta_loss = -1.6291324E-10, learn_rate = 2.4654688E-12
[DEBUG] 2020-08-24 18:38:03,758 -- CAMF_CU fold [4] iter 93: loss = 607.84045, delta_loss = -6.052687E-10, learn_rate = 8.945011E-12
[DEBUG] 2020-08-24 18:38:03,758 -- CAMF_CU fold [5] iter 97: loss = 658.37683, delta_loss = -1.3858426E-10, learn_rate = 2.4654688E-12
[DEBUG] 2020-08-24 18:38:03,759 -- CAMF_CU fold [1] iter 94: loss = 634.197, delta_loss = 2.805109E-8, learn_rate = 4.4725057E-12
[DEBUG] 2020-08-24 18:38:03,761 -- CAMF_CU fold [2] iter 98: loss = 653.0272, delta_loss = 7.818812E-9, learn_rate = 1.2327344E-12
[DEBUG] 2020-08-24 18:38:03,764 -- CAMF_CU fold [1] iter 95: loss = 634.197, delta_loss = -2.5102054E-10, learn_rate = 4.6961306E-12
[DEBUG] 2020-08-24 18:38:03,765 -- CAMF_CU fold [5] iter 98: loss = 658.37683, delta_loss = 7.9646725E-9, learn_rate = 1.2327344E-12
[DEBUG] 2020-08-24 18:38:03,765 -- CAMF_CU fold [3] iter 96: loss = 650.651, delta_loss = 1.490639E-8, learn_rate = 2.3480653E-12
[DEBUG] 2020-08-24 18:38:03,767 -- CAMF_CU fold [2] iter 99: loss = 653.0272, delta_loss = -8.344614E-11, learn_rate = 1.2943711E-12
[DEBUG] 2020-08-24 18:38:03,770 -- CAMF_CU fold [1] iter 96: loss = 634.197, delta_loss = 1.4725288E-8, learn_rate = 2.3480653E-12
[DEBUG] 2020-08-24 18:38:03,771 -- CAMF_CU fold [5] iter 99: loss = 658.37683, delta_loss = -7.526069E-11, learn_rate = 1.2943711E-12
[DEBUG] 2020-08-24 18:38:03,764 -- CAMF_CU fold [4] iter 94: loss = 607.84045, delta_loss = 2.6894327E-8, learn_rate = 4.4725057E-12
[DEBUG] 2020-08-24 18:38:03,771 -- CAMF_CU fold [3] iter 97: loss = 650.651, delta_loss = -1.339231E-10, learn_rate = 2.4654688E-12
[DEBUG] 2020-08-24 18:38:03,773 -- CAMF_CU fold [2] iter 100: loss = 653.0272, delta_loss = 4.10796E-9, learn_rate = 6.4718554E-13
[DEBUG] 2020-08-24 18:38:03,775 -- CAMF_CU fold [2] evaluate test data ... 
[DEBUG] 2020-08-24 18:38:03,776 -- CAMF_CU fold [4] iter 95: loss = 607.84045, delta_loss = -3.196874E-10, learn_rate = 4.6961306E-12
[DEBUG] 2020-08-24 18:38:03,778 -- CAMF_CU fold [1] iter 97: loss = 634.197, delta_loss = -1.2789769E-10, learn_rate = 2.4654688E-12
[DEBUG] 2020-08-24 18:38:03,782 -- CAMF_CU fold [4] iter 96: loss = 607.84045, delta_loss = 1.4118427E-8, learn_rate = 2.3480653E-12
[DEBUG] 2020-08-24 18:38:03,787 -- CAMF_CU fold [4] iter 97: loss = 607.84045, delta_loss = -1.6677859E-10, learn_rate = 2.4654688E-12
[DEBUG] 2020-08-24 18:38:03,789 -- CAMF_CU fold [2] has candidate items: 79
[DEBUG] 2020-08-24 18:38:03,790 -- CAMF_CU fold [1] iter 98: loss = 634.197, delta_loss = 7.731501E-9, learn_rate = 1.2327344E-12
[DEBUG] 2020-08-24 18:38:03,791 -- CAMF_CU fold [3] iter 98: loss = 650.651, delta_loss = 7.825747E-9, learn_rate = 1.2327344E-12
[DEBUG] 2020-08-24 18:38:03,793 -- CAMF_CU fold [4] iter 98: loss = 607.84045, delta_loss = 7.413746E-9, learn_rate = 1.2327344E-12
[DEBUG] 2020-08-24 18:38:03,797 -- CAMF_CU fold [3] iter 99: loss = 650.651, delta_loss = -6.900791E-11, learn_rate = 1.2943711E-12
[DEBUG] 2020-08-24 18:38:03,798 -- CAMF_CU fold [1] iter 99: loss = 634.197, delta_loss = -7.1054274E-11, learn_rate = 1.2943711E-12
[DEBUG] 2020-08-24 18:38:03,798 -- CAMF_CU fold [4] iter 99: loss = 607.84045, delta_loss = -8.5378815E-11, learn_rate = 1.2943711E-12
[DEBUG] 2020-08-24 18:38:03,805 -- CAMF_CU fold [3] iter 100: loss = 650.651, delta_loss = 4.106255E-9, learn_rate = 6.4718554E-13
[DEBUG] 2020-08-24 18:38:03,807 -- CAMF_CU fold [3] evaluate test data ... 
[DEBUG] 2020-08-24 18:38:03,812 -- CAMF_CU fold [1] iter 100: loss = 634.197, delta_loss = 4.059075E-9, learn_rate = 6.4718554E-13
[DEBUG] 2020-08-24 18:38:03,812 -- CAMF_CU fold [1] evaluate test data ... 
[DEBUG] 2020-08-24 18:38:03,814 -- CAMF_CU fold [4] iter 100: loss = 607.84045, delta_loss = 3.89025E-9, learn_rate = 6.4718554E-13
[DEBUG] 2020-08-24 18:38:03,814 -- CAMF_CU fold [4] evaluate test data ... 
[DEBUG] 2020-08-24 18:38:03,814 -- CAMF_CU fold [5] iter 100: loss = 658.37683, delta_loss = 4.183221E-9, learn_rate = 6.4718554E-13
[DEBUG] 2020-08-24 18:38:03,814 -- CAMF_CU fold [5] evaluate test data ... 
[DEBUG] 2020-08-24 18:38:03,821 -- CAMF_CU fold [1] has candidate items: 79
[DEBUG] 2020-08-24 18:38:03,860 -- CAMF_CU fold [4] has candidate items: 79
[DEBUG] 2020-08-24 18:38:03,885 -- CAMF_CU fold [5] has candidate items: 79
[DEBUG] 2020-08-24 18:38:03,925 -- CAMF_CU fold [3] has candidate items: 79
[DEBUG] 2020-08-24 18:38:04,056 -- CAMF_CU fold [2] has writeen item recommendations to C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\CAMF_CU-top-10-items fold [2].txt
[DEBUG] 2020-08-24 18:38:04,099 -- CAMF_CU fold [1] has writeen item recommendations to C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\CAMF_CU-top-10-items fold [1].txt
[DEBUG] 2020-08-24 18:38:04,105 -- CAMF_CU fold [2]: Pre5: 0,049032,Pre10: 0,059821, Rec5: 0,093601, Rec10: 0,226298, AUC5: 0,594529, AUC10: 0,665984, MAP5: 0,034079, MAP10: 0,057805,NDCG5: 0,062152, NDCG10: 0,118214,MRR5: 0,083369, MRR10: 0,109134	Time: 00:01, 00:00
[DEBUG] 2020-08-24 18:38:04,133 -- CAMF_CU fold [1]: Pre5: 0,053129,Pre10: 0,058136, Rec5: 0,097490, Rec10: 0,206292, AUC5: 0,596066, AUC10: 0,655886, MAP5: 0,042293, MAP10: 0,062278,NDCG5: 0,072285, NDCG10: 0,119381,MRR5: 0,105383, MRR10: 0,127750	Time: 00:01, 00:00
[DEBUG] 2020-08-24 18:38:04,135 -- CAMF_CU fold [5] has writeen item recommendations to C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\CAMF_CU-top-10-items fold [5].txt
[DEBUG] 2020-08-24 18:38:04,137 -- CAMF_CU fold [5]: Pre5: 0,051340,Pre10: 0,065670, Rec5: 0,084437, Rec10: 0,217829, AUC5: 0,581592, AUC10: 0,664984, MAP5: 0,034910, MAP10: 0,059365,NDCG5: 0,061091, NDCG10: 0,119235,MRR5: 0,083322, MRR10: 0,113772	Time: 00:00, 00:00
[DEBUG] 2020-08-24 18:38:04,142 -- CAMF_CU fold [4] has writeen item recommendations to C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\CAMF_CU-top-10-items fold [4].txt
[DEBUG] 2020-08-24 18:38:04,144 -- CAMF_CU fold [4]: Pre5: 0,051135,Pre10: 0,052102, Rec5: 0,086946, Rec10: 0,172147, AUC5: 0,595406, AUC10: 0,648883, MAP5: 0,033831, MAP10: 0,048714,NDCG5: 0,061935, NDCG10: 0,099296,MRR5: 0,086726, MRR10: 0,105759	Time: 00:00, 00:00
[DEBUG] 2020-08-24 18:38:04,149 -- CAMF_CU fold [3] has writeen item recommendations to C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\CAMF_CU-top-10-items fold [3].txt
[DEBUG] 2020-08-24 18:38:04,152 -- CAMF_CU fold [3]: Pre5: 0,056115,Pre10: 0,053213, Rec5: 0,092259, Rec10: 0,188706, AUC5: 0,594379, AUC10: 0,658857, MAP5: 0,039735, MAP10: 0,054772,NDCG5: 0,068912, NDCG10: 0,108684,MRR5: 0,094880, MRR10: 0,117952	Time: 00:01, 00:00
[INFO ] 2020-08-24 18:38:04,155 -- Final Results by CAMF_CU, Pre5: 0,052150,Pre10: 0,057788, Rec5: 0,090947, Rec10: 0,202254, AUC5: 0,592394, AUC10: 0,658919, MAP5: 0,036970, MAP10: 0,056587,NDCG5: 0,065275, NDCG10: 0,112962,MRR5: 0,090736, MRR10: 0,114874, numFactors: 10, numIter: 100, lrate: 0.02, maxlrate: -1.0, regB: 1.0E-4, regU: 1.0E-4, regI: 1.0E-4, regC: 0.001, isBoldDriver: true, Time: '00:01','00:00'

[DEBUG] 2020-08-24 18:38:04,157 -- Have been collected to file: results_all.txt
