[INFO ] 2020-09-08 14:37:11,341 -- WorkingPath: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/
[INFO ] 2020-09-08 14:37:11,376 -- Your original rating data path: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//ratings.txt
[INFO ] 2020-09-08 14:37:11,376 -- Current working path: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/
[WARN ] 2020-09-08 14:37:11,389 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2020-09-08 14:37:11,438 -- User, Item, Rating, time:na, time:weekday, time:weekend, location:na, location:cinema, location:home, companion:na, companion:alone, companion:family, companion:partner
[INFO ] 2020-09-08 14:37:11,524 -- Data transformaton completed (from Compact to Binary format). See new rating file: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,599 -- Dataset: .../source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,602 -- DataPath: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,768 -- Rating data set has been successfully loaded.
[INFO ] 2020-09-08 14:37:11,781 -- 
/******************************************************************************************************
 *
 * Dataset: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (time, location, companion)
 * Context conditions: 10 (time: 3, location: 3, companion: 4)
 * Context situations: 13
 * Data density: 1.8230%
 * Scale distribution: [1.0 x 829, 2.0 x 625, 4.0 x 1209, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3.328892
 * Standard deviation of all ratings: 1.414777
 * Mode of all rating values: 5.000000
 * Median of all rating values: 4.000000
 *
 ******************************************************************************************************/
[INFO ] 2020-09-08 14:37:11,782 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2020-09-08 14:37:11,817 -- Fold [1]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,826 -- Fold [2]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,834 -- Fold [3]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,840 -- Fold [4]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,844 -- Fold [5]: training amount: 4024, test amount: 1005
[DEBUG] 2020-09-08 14:37:12,360 -- CAMF_CU fold [1] iter 97: loss = 637.7856, delta_loss = -1.4915713E-10, learn_rate = 2.4654688E-12
[DEBUG] 2020-09-08 14:37:12,360 -- CAMF_CU fold [2] iter 84: loss = 652.0793, delta_loss = -1.3994168E-8, learn_rate = 2.3549065E-10
[DEBUG] 2020-09-08 14:37:12,360 -- CAMF_CU fold [5] iter 97: loss = 652.93317, delta_loss = -1.598437E-10, learn_rate = 2.4654688E-12
[DEBUG] 2020-09-08 14:37:12,360 -- CAMF_CU fold [3] evaluate test data ... 
[DEBUG] 2020-09-08 14:37:12,360 -- CAMF_CU fold [4] iter 88: loss = 613.72614, delta_loss = -4.2828106E-9, learn_rate = 6.490711E-11
[DEBUG] 2020-09-08 14:37:12,362 -- CAMF_CU fold [1] iter 98: loss = 637.7856, delta_loss = 7.784479E-9, learn_rate = 1.2327344E-12
[DEBUG] 2020-09-08 14:37:12,363 -- CAMF_CU fold [5] iter 98: loss = 652.93317, delta_loss = 7.847575E-9, learn_rate = 1.2327344E-12
[DEBUG] 2020-09-08 14:37:12,363 -- CAMF_CU fold [4] iter 89: loss = 613.72614, delta_loss = 1.965833E-7, learn_rate = 3.2453554E-11
[DEBUG] 2020-09-08 14:37:12,363 -- CAMF_CU fold [2] iter 85: loss = 652.0793, delta_loss = 7.54761E-7, learn_rate = 1.1774533E-10
[DEBUG] 2020-09-08 14:37:12,364 -- CAMF_CU fold [1] iter 99: loss = 637.7856, delta_loss = -7.9580786E-11, learn_rate = 1.2943711E-12
[DEBUG] 2020-09-08 14:37:12,367 -- CAMF_CU fold [2] iter 86: loss = 652.0793, delta_loss = -7.348831E-9, learn_rate = 1.2363259E-10
[DEBUG] 2020-09-08 14:37:12,367 -- CAMF_CU fold [1] iter 100: loss = 637.7856, delta_loss = 4.0879513E-9, learn_rate = 6.4718554E-13
[DEBUG] 2020-09-08 14:37:12,367 -- CAMF_CU fold [5] iter 99: loss = 652.93317, delta_loss = -8.424195E-11, learn_rate = 1.2943711E-12
[DEBUG] 2020-09-08 14:37:12,367 -- CAMF_CU fold [1] evaluate test data ... 
[DEBUG] 2020-09-08 14:37:12,367 -- CAMF_CU fold [4] iter 90: loss = 613.72614, delta_loss = -2.2465656E-9, learn_rate = 3.407623E-11
[DEBUG] 2020-09-08 14:37:12,369 -- CAMF_CU fold [2] iter 87: loss = 652.0793, delta_loss = 3.9624626E-7, learn_rate = 6.1816295E-11
[DEBUG] 2020-09-08 14:37:12,369 -- CAMF_CU fold [3] has candidate items: 79
[DEBUG] 2020-09-08 14:37:12,370 -- CAMF_CU fold [5] iter 100: loss = 652.93317, delta_loss = 4.1197836E-9, learn_rate = 6.4718554E-13
[DEBUG] 2020-09-08 14:37:12,370 -- CAMF_CU fold [5] evaluate test data ... 
[DEBUG] 2020-09-08 14:37:12,370 -- CAMF_CU fold [4] iter 91: loss = 613.72614, delta_loss = 1.03205934E-7, learn_rate = 1.7038116E-11
[DEBUG] 2020-09-08 14:37:12,371 -- CAMF_CU fold [2] iter 88: loss = 652.0793, delta_loss = -3.855689E-9, learn_rate = 6.490711E-11
[DEBUG] 2020-09-08 14:37:12,372 -- CAMF_CU fold [2] iter 89: loss = 652.0793, delta_loss = 2.0803202E-7, learn_rate = 3.2453554E-11
[DEBUG] 2020-09-08 14:37:12,373 -- CAMF_CU fold [4] iter 92: loss = 613.72614, delta_loss = -1.1796146E-9, learn_rate = 1.7890023E-11
[DEBUG] 2020-09-08 14:37:12,374 -- CAMF_CU fold [1] has candidate items: 79
[DEBUG] 2020-09-08 14:37:12,374 -- CAMF_CU fold [2] iter 90: loss = 652.0793, delta_loss = -2.0272637E-9, learn_rate = 3.407623E-11
[DEBUG] 2020-09-08 14:37:12,375 -- CAMF_CU fold [4] iter 93: loss = 613.72614, delta_loss = 5.418326E-8, learn_rate = 8.945011E-12
[DEBUG] 2020-09-08 14:37:12,376 -- CAMF_CU fold [2] iter 91: loss = 652.0793, delta_loss = 1.0921781E-7, learn_rate = 1.7038116E-11
[DEBUG] 2020-09-08 14:37:12,377 -- CAMF_CU fold [5] has candidate items: 79
[DEBUG] 2020-09-08 14:37:12,378 -- CAMF_CU fold [2] iter 92: loss = 652.0793, delta_loss = -1.0619488E-9, learn_rate = 1.7890023E-11
[DEBUG] 2020-09-08 14:37:12,378 -- CAMF_CU fold [4] iter 94: loss = 613.72614, delta_loss = -6.217533E-10, learn_rate = 9.392261E-12
[DEBUG] 2020-09-08 14:37:12,379 -- CAMF_CU fold [2] iter 93: loss = 652.0793, delta_loss = 5.7341254E-8, learn_rate = 8.945011E-12
[DEBUG] 2020-09-08 14:37:12,381 -- CAMF_CU fold [4] iter 95: loss = 613.72614, delta_loss = 2.8446493E-8, learn_rate = 4.6961306E-12
[DEBUG] 2020-09-08 14:37:12,381 -- CAMF_CU fold [2] iter 94: loss = 652.0793, delta_loss = -5.596803E-10, learn_rate = 9.392261E-12
[DEBUG] 2020-09-08 14:37:12,383 -- CAMF_CU fold [2] iter 95: loss = 652.0793, delta_loss = 3.010689E-8, learn_rate = 4.6961306E-12
[DEBUG] 2020-09-08 14:37:12,384 -- CAMF_CU fold [4] iter 96: loss = 613.72614, delta_loss = -3.2946446E-10, learn_rate = 4.9309376E-12
[DEBUG] 2020-09-08 14:37:12,386 -- CAMF_CU fold [2] iter 96: loss = 652.0793, delta_loss = -2.9399416E-10, learn_rate = 4.9309376E-12
[DEBUG] 2020-09-08 14:37:12,387 -- CAMF_CU fold [4] iter 97: loss = 613.72614, delta_loss = 1.493629E-8, learn_rate = 2.4654688E-12
[DEBUG] 2020-09-08 14:37:12,389 -- CAMF_CU fold [2] iter 97: loss = 652.0793, delta_loss = 1.5803835E-8, learn_rate = 2.4654688E-12
[DEBUG] 2020-09-08 14:37:12,390 -- CAMF_CU fold [4] iter 98: loss = 613.72614, delta_loss = -1.6882495E-10, learn_rate = 2.5887422E-12
[DEBUG] 2020-09-08 14:37:12,391 -- CAMF_CU fold [2] iter 98: loss = 652.0793, delta_loss = -1.5222668E-10, learn_rate = 2.5887422E-12
[DEBUG] 2020-09-08 14:37:12,393 -- CAMF_CU fold [4] iter 99: loss = 613.72614, delta_loss = 7.8372295E-9, learn_rate = 1.2943711E-12
[DEBUG] 2020-09-08 14:37:12,394 -- CAMF_CU fold [2] iter 99: loss = 652.0793, delta_loss = 8.296752E-9, learn_rate = 1.2943711E-12
[DEBUG] 2020-09-08 14:37:12,396 -- CAMF_CU fold [2] iter 100: loss = 652.0793, delta_loss = -8.20819E-11, learn_rate = 1.3590896E-12
[DEBUG] 2020-09-08 14:37:12,396 -- CAMF_CU fold [4] iter 100: loss = 613.72614, delta_loss = -8.856205E-11, learn_rate = 1.3590896E-12
[DEBUG] 2020-09-08 14:37:12,396 -- CAMF_CU fold [2] evaluate test data ... 
[DEBUG] 2020-09-08 14:37:12,396 -- CAMF_CU fold [4] evaluate test data ... 
[DEBUG] 2020-09-08 14:37:12,401 -- CAMF_CU fold [2] has candidate items: 79
[DEBUG] 2020-09-08 14:37:12,403 -- CAMF_CU fold [4] has candidate items: 79
[DEBUG] 2020-09-08 14:37:12,459 -- CAMF_CU fold [5] has writeen item recommendations to /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets/results/CAMF_CU-top-10-items fold [5].txt
[DEBUG] 2020-09-08 14:37:12,459 -- CAMF_CU fold [3] has writeen item recommendations to /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets/results/CAMF_CU-top-10-items fold [3].txt
[DEBUG] 2020-09-08 14:37:12,462 -- CAMF_CU fold [1] has writeen item recommendations to /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets/results/CAMF_CU-top-10-items fold [1].txt
[DEBUG] 2020-09-08 14:37:12,463 -- CAMF_CU fold [2] has writeen item recommendations to /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets/results/CAMF_CU-top-10-items fold [2].txt
[DEBUG] 2020-09-08 14:37:12,470 -- CAMF_CU fold [4] has writeen item recommendations to /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets/results/CAMF_CU-top-10-items fold [4].txt
[DEBUG] 2020-09-08 14:37:12,518 -- CAMF_CU fold [1]: Pre5: 0.056073,Pre10: 0.055934, Rec5: 0.095358, Rec10: 0.207563, AUC5: 0.592415, AUC10: 0.648523, MAP5: 0.038164, MAP10: 0.057143,NDCG5: 0.067764, NDCG10: 0.112546,MRR5: 0.095015, MRR10: 0.114062	Time: 00:00, 00:00
[DEBUG] 2020-09-08 14:37:12,518 -- CAMF_CU fold [2]: Pre5: 0.053763,Pre10: 0.055520, Rec5: 0.101843, Rec10: 0.196070, AUC5: 0.595989, AUC10: 0.653884, MAP5: 0.044670, MAP10: 0.061232,NDCG5: 0.072892, NDCG10: 0.113965,MRR5: 0.096129, MRR10: 0.116925	Time: 00:00, 00:00
[DEBUG] 2020-09-08 14:37:12,518 -- CAMF_CU fold [3]: Pre5: 0.063439,Pre10: 0.058679, Rec5: 0.111454, Rec10: 0.210093, AUC5: 0.614381, AUC10: 0.672742, MAP5: 0.056339, MAP10: 0.073484,NDCG5: 0.089480, NDCG10: 0.131283,MRR5: 0.128035, MRR10: 0.149346	Time: 00:00, 00:00
[DEBUG] 2020-09-08 14:37:12,518 -- CAMF_CU fold [4]: Pre5: 0.040937,Pre10: 0.046626, Rec5: 0.070825, Rec10: 0.160424, AUC5: 0.573015, AUC10: 0.637177, MAP5: 0.030997, MAP10: 0.045388,NDCG5: 0.052523, NDCG10: 0.091420,MRR5: 0.074577, MRR10: 0.097914	Time: 00:00, 00:00
[DEBUG] 2020-09-08 14:37:12,518 -- CAMF_CU fold [5]: Pre5: 0.059347,Pre10: 0.061546, Rec5: 0.094703, Rec10: 0.201434, AUC5: 0.598758, AUC10: 0.658855, MAP5: 0.040241, MAP10: 0.059388,NDCG5: 0.070683, NDCG10: 0.116207,MRR5: 0.099307, MRR10: 0.119956	Time: 00:00, 00:00
[INFO ] 2020-09-08 14:37:12,521 -- Final Results by CAMF_CU, Pre5: 0.054712,Pre10: 0.055661, Rec5: 0.094837, Rec10: 0.195117, AUC5: 0.594912, AUC10: 0.654236, MAP5: 0.042082, MAP10: 0.059327,NDCG5: 0.070668, NDCG10: 0.113084,MRR5: 0.098612, MRR10: 0.119641, numFactors: 10, numIter: 100, lrate: 0.02, maxlrate: -1.0, regB: 1.0E-4, regU: 1.0E-4, regI: 1.0E-4, regC: 0.001, isBoldDriver: true, Time: '00:00','00:00'

[DEBUG] 2020-09-08 14:37:12,521 -- Have been collected to file: results_all.txt
